domain,price,currency,status,price_source
odluzeni.com,4999,USD-assumed,Listed,buy_now
ofertadia.com,4999,USD-assumed,Listed,buy_now
office-containers.com,12000,USD-assumed,Listed,min_offer
officemugs.com,10000,USD-assumed,Listed,min_offer
officescales.com,4999,USD-assumed,Listed,buy_now
officesupplies.co.uk,10000,USD-assumed,Listed,min_offer
officewipes.com,4999,USD-assumed,Listed,buy_now
offroadebikes.com,12000,USD-assumed,Listed,min_offer
oilandfinance.com,10000,USD-assumed,Listed,min_offer
oilcapture.com,4999,USD-assumed,Listed,buy_now
oilexplorer.com,4999,USD-assumed,Listed,buy_now
oilfieldinvestment.com,10000,USD-assumed,Listed,min_offer
oldbritain.uk,10000,USD-assumed,Listed,min_offer
oldgoldjewelry.com,20000,USD-assumed,Listed,floor
olive-oil.info,25000,USD-assumed,Listed,buy_now
omega-oils.co.uk,50000,USD-assumed,Listed,min_offer
one-to-one.co.uk,10000,USD-assumed,Listed,min_offer
ongedierteweg.com,10000,USD-assumed,Listed,min_offer
online-handelen.com,4999,USD-assumed,Listed,buy_now
onlinecrossword.co.uk,10000,USD-assumed,Listed,min_offer
onlinefinancejobs.com,25000,USD-assumed,Listed,buy_now
onlineflowers.org.uk,10000,USD-assumed,Listed,min_offer
onlinehotelbookings.com,10000,USD-assumed,Listed,min_offer
onlinekitchenshop.co.uk,10000,USD-assumed,Listed,min_offer
onlinemortgagecalculator.co.uk,50000,USD-assumed,Listed,min_offer
onlineofficefurniture.co.uk,50000,USD-assumed,Listed,min_offer
onlinepuzzle.co.uk,10000,USD-assumed,Listed,min_offer
onlinetraden.com,25000,USD-assumed,Listed,buy_now
onpointcopy.co.uk,10000,USD-assumed,Listed,min_offer
onspotloan.com,10000,USD-assumed,Listed,min_offer
ontwikkelen.com,10000,USD-assumed,Listed,min_offer
operazione.com,10000,USD-assumed,Listed,min_offer
ordering.uk,10000,USD-assumed,Listed,min_offer
organisationaudit.com,4999,USD-assumed,Listed,buy_now
organisationaudits.com,4999,USD-assumed,Listed,buy_now
organisert.com,4999,USD-assumed,Listed,buy_now
organizationaudit.com,4999,USD-assumed,Listed,buy_now
organizationaudits.com,4999,USD-assumed,Listed,buy_now
ortd.com,10000,USD-assumed,Listed,min_offer
oticato.com,12000,USD-assumed,Listed,min_offer
oufe.com,120000,USD-assumed,Listed,buy_now
outdoorfashions.co.uk,10000,USD-assumed,Listed,min_offer
outdoorheatingproducts.com,4999,USD-assumed,Listed,buy_now
outdoorjanitorial.com,10000,USD-assumed,Listed,min_offer
outfax.com,10000,USD-assumed,Listed,min_offer
outpatientcover.com,10000,USD-assumed,Listed,min_offer
outpatientinsurance.com,30000,USD-assumed,Listed,buy_now
outpatientscover.com,10000,USD-assumed,Listed,min_offer
outpatientsinsurance.com,10000,USD-assumed,Listed,min_offer
oven-cleaning.com,4999,USD-assumed,Listed,buy_now
overclad.com,10000,USD-assumed,Listed,min_offer
overmaken.com,10000,USD-assumed,Listed,min_offer
overpronation.com,25000,USD-assumed,Listed,buy_now
oxes.co.uk,50000,USD-assumed,Listed,min_offer
package-deliveries.com,30000,USD-assumed,Listed,min_offer
packagedeliveries.co.uk,10000,USD-assumed,Listed,min_offer
packagedeliveries.uk,10000,USD-assumed,Listed,min_offer
packagingmachinery.uk,10000,USD-assumed,Listed,min_offer
pakkingen.com,10000,USD-assumed,Listed,min_offer
palatschinken.com,12000,USD-assumed,Listed,min_offer
pansets.co.uk,10000,USD-assumed,Listed,min_offer
pansets.uk,10000,USD-assumed,Listed,min_offer
parasitology.uk,10000,USD-assumed,Listed,min_offer
parkhomeloans.com,25000,USD-assumed,Listed,buy_now
parsonsfilms.com,25000,USD-assumed,Listed,buy_now
partywallsurveylondon.com,10000,USD-assumed,Listed,min_offer
passiflorale.com,10000,USD-assumed,Listed,min_offer
pavingrepair.com,4999,USD-assumed,Listed,buy_now
paymentscalculator.co.uk,10000,USD-assumed,Listed,min_offer
pelletburners.co.uk,10000,USD-assumed,Listed,min_offer
pendant.uk,10000,USD-assumed,Listed,min_offer
pensioenregeling.com,10000,USD-assumed,Listed,min_offer
pensioenstelsel.com,10000,USD-assumed,Listed,min_offer
pentests.uk,10000,USD-assumed,Listed,min_offer
peppermintoil.uk,10000,USD-assumed,Listed,min_offer
perhaps.uk,10000,USD-assumed,Listed,min_offer
persona-platform.com,30000,USD-assumed,Listed,buy_now
personal-loan-calculator.com,25000,USD-assumed,Listed,buy_now
personaldebts.co.uk,50000,USD-assumed,Listed,min_offer
personaliseddolls.co.uk,10000,USD-assumed,Listed,min_offer
personaliseddolls.com,30000,USD-assumed,Listed,min_offer
personaliseddolls.uk,10000,USD-assumed,Listed,min_offer
personaliser.uk,50000,USD-assumed,Listed,min_offer
personalizer.co.uk,10000,USD-assumed,Listed,min_offer
personalizer.uk,10000,USD-assumed,Listed,min_offer
personalstyle.co.uk,50000,USD-assumed,Listed,min_offer
persoonlijkeleningen.com,4999,USD-assumed,Listed,buy_now
pet-blanket.com,25000,USD-assumed,Listed,buy_now
pet-luxuries.com,4999,USD-assumed,Listed,buy_now
petchristmas.co.uk,10000,USD-assumed,Listed,min_offer
petpage.co.uk,10000,USD-assumed,Listed,min_offer
petscollar.com,10000,USD-assumed,Listed,min_offer
petspractice.com,12000,USD-assumed,Listed,min_offer
petxmasgifts.co.uk,10000,USD-assumed,Listed,min_offer
photoawards.uk,10000,USD-assumed,Listed,min_offer
photographyawards.uk,10000,USD-assumed,Listed,min_offer
piano-center.com,12000,USD-assumed,Listed,min_offer
piano-centre.com,4999,USD-assumed,Listed,buy_now
pickleball-coaching.com,4999,USD-assumed,Listed,buy_now
pickleball-net.com,25000,USD-assumed,Listed,buy_now
pilesplicers.com,10000,USD-assumed,Listed,min_offer
pinechairs.co.uk,10000,USD-assumed,Listed,min_offer
pinewardrobes.co.uk,10000,USD-assumed,Listed,min_offer
pipespools.com,4999,USD-assumed,Listed,buy_now
pistes.co.uk,10000,USD-assumed,Listed,min_offer
pitforex.com,24000,USD-assumed,Listed,buy_now
pivl.com,12000,USD-assumed,Listed,min_offer
pjvd.com,10000,USD-assumed,Listed,min_offer
plantarproblems.com,20000,USD-assumed,Listed,min_offer
plantsandflorals.com,10000,USD-assumed,Listed,min_offer
plaquefreedental.com,10000,USD-assumed,Listed,min_offer
plaquistes.com,12000,USD-assumed,Listed,min_offer
plasmasnijden.com,4999,USD-assumed,Listed,buy_now
plastic-packaging.com,4999,USD-assumed,Listed,buy_now
plasticdecking.co.uk,4999,USD-assumed,Listed,buy_now
plasticducks.com,25000,USD-assumed,Listed,buy_now
plasticflowers.co.uk,10000,USD-assumed,Listed,min_offer
plasticstep.com,10000,USD-assumed,Listed,min_offer
plastiser.com,4999,USD-assumed,Listed,buy_now
plumbersjobs.com,10000,USD-assumed,Listed,min_offer
pointofsaledesign.uk,10000,USD-assumed,Listed,min_offer
ponddesign.co.uk,10000,USD-assumed,Listed,min_offer
poor-credit-mortgages.co.uk,10000,USD-assumed,Listed,min_offer
portablejuicers.com,25000,USD-assumed,Listed,buy_now
posh.uk,50000,USD-assumed,Listed,min_offer
powerdryer.com,10000,USD-assumed,Listed,min_offer
pozdrowienia.com,12000,USD-assumed,Listed,min_offer
predate.co.uk,10000,USD-assumed,Listed,min_offer
premium-teas.com,4999,USD-assumed,Listed,buy_now
prepaymentmeters.com,10000,USD-assumed,Listed,min_offer
presentada.com,10000,USD-assumed,Listed,min_offer
presole.com,10000,USD-assumed,Listed,min_offer
pricemymedicine.com,4999,USD-assumed,Listed,buy_now
primus-capital.com,4999,USD-assumed,Listed,buy_now
printedbrochure.uk,10000,USD-assumed,Listed,min_offer
printedcardboardboxes.com,4999,USD-assumed,Listed,buy_now
printedflyers.uk,10000,USD-assumed,Listed,min_offer
printgraphics.uk,10000,USD-assumed,Listed,min_offer
private-client.uk,10000,USD-assumed,Listed,min_offer
private-clients.co.uk,10000,USD-assumed,Listed,min_offer
private-clients.uk,10000,USD-assumed,Listed,min_offer
privatehealthcarecost.uk,50000,USD-assumed,Listed,min_offer
privatehealthcareproviders.co.uk,10000,USD-assumed,Listed,min_offer
privatehealthcareproviders.uk,10000,USD-assumed,Listed,min_offer
privatehealthcover.uk,10000,USD-assumed,Listed,min_offer
privateinvestors.org.uk,10000,USD-assumed,Listed,min_offer
privatejetsforrent.com,10000,USD-assumed,Listed,min_offer
privatemedicatlinsurancequotation.co.uk,10000,USD-assumed,Listed,min_offer
productindex.uk,10000,USD-assumed,Listed,min_offer
productphotography.uk,10000,USD-assumed,Listed,min_offer
productquality.uk,10000,USD-assumed,Listed,min_offer
professionalindemnitycover.uk,50000,USD-assumed,Listed,min_offer
professionalliability.uk,10000,USD-assumed,Listed,min_offer
progresscheck.co.uk,10000,USD-assumed,Listed,min_offer
progresscheck.uk,10000,USD-assumed,Listed,min_offer
progresschecker.co.uk,10000,USD-assumed,Listed,min_offer
progresschecker.uk,10000,USD-assumed,Listed,min_offer
progressed.uk,10000,USD-assumed,Listed,min_offer
project-capital.com,4999,USD-assumed,Listed,buy_now
projetistas.com,10000,USD-assumed,Listed,min_offer
promotionalfootballs.com,12000,USD-assumed,Listed,min_offer
promotionalmug.uk,50000,USD-assumed,Listed,min_offer
promotionals.co.uk,10000,USD-assumed,Listed,min_offer
promotionals.uk,50000,USD-assumed,Listed,min_offer
promowork.com,16999,USD-assumed,Listed,buy_now
proofread.uk,50000,USD-assumed,Listed,min_offer
proofreaders.uk,10000,USD-assumed,Listed,min_offer
propertieslondon.co.uk,10000,USD-assumed,Listed,min_offer
propertycornwall.uk,10000,USD-assumed,Listed,min_offer
propertyincornwall.uk,30000,USD-assumed,Listed,min_offer
protectiveequipment.uk,10000,USD-assumed,Listed,min_offer
protecty.co.uk,30000,USD-assumed,Listed,min_offer
protectyourbike.com,10000,USD-assumed,Listed,min_offer
proverb.co.uk,10000,USD-assumed,Listed,min_offer
proverb.uk,10000,USD-assumed,Listed,min_offer
pruningbot.com,10000,USD-assumed,Listed,min_offer
psychiatric.uk,50000,USD-assumed,Listed,min_offer
publicrelationsagency.uk,10000,USD-assumed,Listed,min_offer
purchasefootballticket.com,12000,USD-assumed,Listed,min_offer
pure-north.com,4999,USD-assumed,Listed,buy_now
push-group.com,12000,USD-assumed,Listed,min_offer
puzzlegenerators.com,20000,USD-assumed,Listed,min_offer
puzzles.org.uk,10000,USD-assumed,Listed,min_offer
pvc-windows.com,10000,USD-assumed,Listed,min_offer
pwas.uk,10000,USD-assumed,Listed,min_offer
qlp.us,50000,USD-assumed,Listed,min_offer
qualityfastener.com,12000,USD-assumed,Listed,min_offer
quartz-surface.com,4999,USD-assumed,Listed,buy_now
racingfuelpumps.com,25000,USD-assumed,Listed,buy_now
racketstrings.com,25000,USD-assumed,Listed,buy_now
rainforests.co.uk,50000,USD-assumed,Listed,min_offer
rampljus.com,12000,USD-assumed,Listed,min_offer
rapid-site.com,4999,USD-assumed,Listed,buy_now
ratecomparison.co.uk,10000,USD-assumed,Listed,min_offer
rationale.uk,50000,USD-assumed,Listed,min_offer
reactivegenerators.com,10000,USD-assumed,Listed,min_offer
reanimatica.com,10000,USD-assumed,Listed,min_offer
reasoning-agent.com,25000,USD-assumed,Listed,buy_now
reasoning-agents.com,25000,USD-assumed,Listed,buy_now
rebrands.co.uk,10000,USD-assumed,Listed,min_offer
reclinerseat.com,10000,USD-assumed,Listed,min_offer
redesign.co.uk,120000,USD-assumed,Listed,min_offer
redesign.uk,100000,USD-assumed,Listed,min_offer
redesigning.uk,50000,USD-assumed,Listed,min_offer
redundancypayment.com,10000,USD-assumed,Listed,min_offer
refinance-mortgage.co.uk,10000,USD-assumed,Listed,min_offer
refrigeratedleasing.com,4999,USD-assumed,Listed,buy_now
refueller.com,10000,USD-assumed,Listed,min_offer
refuellers.com,10000,USD-assumed,Listed,min_offer
regelmatig.com,4999,USD-assumed,Listed,buy_now
registrants.uk,10000,USD-assumed,Listed,min_offer
rein.co.uk,10000,USD-assumed,Listed,min_offer
rein.uk,10000,USD-assumed,Listed,min_offer
reinclusion.com,10000,USD-assumed,Listed,min_offer
reisvilla.com,4999,USD-assumed,Listed,buy_now
reits.uk,10000,USD-assumed,Listed,min_offer
releasepension.co.uk,10000,USD-assumed,Listed,min_offer
releaseyourpension.co.uk,10000,USD-assumed,Listed,min_offer
relojistas.com,45000,USD-assumed,Listed,buy_now
remortgagecalculator.uk,50000,USD-assumed,Listed,min_offer
removalscompanies.co.uk,50000,USD-assumed,Listed,min_offer
rentacareurope.com,25000,USD-assumed,Listed,buy_now
rentalcottage.uk,10000,USD-assumed,Listed,min_offer
rentalsinsurance.co.uk,50000,USD-assumed,Listed,min_offer
rentalsinsurance.uk,50000,USD-assumed,Listed,min_offer
replicaself.com,25000,USD-assumed,Listed,buy_now
replicayou.com,12000,USD-assumed,Listed,min_offer
replyemail.co.uk,10000,USD-assumed,Listed,min_offer
replyemail.uk,10000,USD-assumed,Listed,min_offer
repossessing.co.uk,10000,USD-assumed,Listed,min_offer
requisite.uk,10000,USD-assumed,Listed,min_offer
reread.co.uk,10000,USD-assumed,Listed,min_offer
reserveringen.com,10000,USD-assumed,Listed,min_offer
residentialdamage.com,10000,USD-assumed,Listed,min_offer
residentialretirementhomes.com,4999,USD-assumed,Listed,buy_now
residenzhotel.com,4999,USD-assumed,Listed,buy_now
resinbounddrives.com,12000,USD-assumed,Listed,min_offer
respirators.uk,10000,USD-assumed,Listed,min_offer
retail-displays.com,25000,USD-assumed,Listed,buy_now
retirementparkhome.com,4999,USD-assumed,Listed,buy_now
revenues.uk,10000,USD-assumed,Listed,min_offer
reviewsinsurance.uk,50000,USD-assumed,Listed,min_offer
ricemills.com,10000,USD-assumed,Listed,min_offer
rideons.co.uk,10000,USD-assumed,Listed,min_offer
riderlessbikes.com,25000,USD-assumed,Listed,buy_now
rigidcontainers.com,25000,USD-assumed,Listed,buy_now
rijswijck.com,4999,USD-assumed,Listed,buy_now
roast-coffee-beans.com,4999,USD-assumed,Listed,buy_now
roast-coffee.com,25000,USD-assumed,Listed,buy_now
roasted-coffee-beans.com,25000,USD-assumed,Listed,buy_now
robot-eye-surgery.com,25000,USD-assumed,Listed,buy_now
robotdesign.uk,10000,USD-assumed,Listed,min_offer
roboteyesurgery.com,25000,USD-assumed,Listed,buy_now
rooftoppools.com,10000,USD-assumed,Listed,min_offer
roomfinder.co.uk,50000,USD-assumed,Listed,min_offer
rubbergrassmats.com,25000,USD-assumed,Listed,buy_now
rubbish-clearance.com,25000,USD-assumed,Listed,buy_now
rulers.uk,50000,USD-assumed,Listed,min_offer
running-belt.com,25000,USD-assumed,Listed,buy_now
runningboots.com,10000,USD-assumed,Listed,min_offer
ruql.com,10000,USD-assumed,Listed,min_offer
sabinanigo.com,12000,USD-assumed,Listed,min_offer
saccuir.com,4999,USD-assumed,Listed,buy_now
sailinginfo.com,10000,USD-assumed,Listed,min_offer
salt-spreaders.com,10000,USD-assumed,Listed,min_offer
sanitizor.com,4999,USD-assumed,Listed,buy_now
sanquirino.com,4999,USD-assumed,Listed,buy_now
santaclaus.uk,10000,USD-assumed,Listed,min_offer
saunalamp.com,10000,USD-assumed,Listed,min_offer
savingsaccountinterestrates.com,10000,USD-assumed,Listed,min_offer
savingsaccountrates.co.uk,10000,USD-assumed,Listed,min_offer
savingsapp.co.uk,10000,USD-assumed,Listed,min_offer
savingsapp.uk,10000,USD-assumed,Listed,min_offer
savingsrate.co.uk,10000,USD-assumed,Listed,min_offer
scaffoldingforhire.com,25000,USD-assumed,Listed,buy_now
scaffoldinginsurance.com,25000,USD-assumed,Listed,buy_now
scales.co.uk,10000,USD-assumed,Listed,min_offer
schoolingloan.com,10000,USD-assumed,Listed,min_offer
screenpads.com,4999,USD-assumed,Listed,buy_now
searchagency.uk,50000,USD-assumed,Listed,min_offer
secondhandvansforsale.com,4999,USD-assumed,Listed,buy_now
secretpresents.com,25000,USD-assumed,Listed,buy_now
securitycameras.co.uk,10000,USD-assumed,Listed,min_offer
seduce.co.uk,10000,USD-assumed,Listed,min_offer
seed-sheets.com,25000,USD-assumed,Listed,buy_now
selfemployedloan.com,10000,USD-assumed,Listed,min_offer
senciente.com,10000,USD-assumed,Listed,min_offer
seniorenwoningen.com,10000,USD-assumed,Listed,min_offer
seocompanies.uk,50000,USD-assumed,Listed,min_offer
seotools.co.uk,10000,USD-assumed,Listed,min_offer
seqd.com,50000,USD-assumed,Listed,min_offer
servercooling.com,10000,USD-assumed,Listed,min_offer
sharedbestpractice.com,4999,USD-assumed,Listed,buy_now
sharedbestpractise.com,4999,USD-assumed,Listed,buy_now
shareticker.co.uk,50000,USD-assumed,Listed,min_offer
sharetips.uk,10000,USD-assumed,Listed,min_offer
sheetmaterial.com,25000,USD-assumed,Listed,buy_now
shekels.co.uk,10000,USD-assumed,Listed,min_offer
shippingstorage.com,4999,USD-assumed,Listed,buy_now
shirts-online.co.uk,10000,USD-assumed,Listed,min_offer
shoedesigns.co.uk,10000,USD-assumed,Listed,min_offer
shoedesigns.uk,10000,USD-assumed,Listed,min_offer
shoppz.uk,10000,USD-assumed,Listed,min_offer
showerdesigns.com,4999,USD-assumed,Listed,buy_now
shrink-sleeve.com,10000,USD-assumed,Listed,min_offer
silikate.com,4999,USD-assumed,Listed,buy_now
sim-hire.com,25000,USD-assumed,Listed,buy_now
site-maps.co.uk,10000,USD-assumed,Listed,min_offer
sitemarketing.uk,50000,USD-assumed,Listed,min_offer
siteprogress.uk,10000,USD-assumed,Listed,min_offer
siteprogressor.co.uk,10000,USD-assumed,Listed,min_offer
siteprogressor.com,30000,USD-assumed,Listed,min_offer
siteprogressor.uk,10000,USD-assumed,Listed,min_offer
siterepair.uk,10000,USD-assumed,Listed,min_offer
siteworkers.com,4999,USD-assumed,Listed,buy_now
skatingdeals.com,10000,USD-assumed,Listed,min_offer
skilletpans.com,30000,USD-assumed,Listed,buy_now
skiprental.com,25000,USD-assumed,Listed,buy_now
sleepingsensor.com,4999,USD-assumed,Listed,buy_now
slevio.com,10000,USD-assumed,Listed,min_offer
slidingfoldingdoor.com,4999,USD-assumed,Listed,buy_now
smallmicrowaves.com,10000,USD-assumed,Listed,min_offer
smartbusinesssupplies.com,10000,USD-assumed,Listed,min_offer
smartheatingcontrols.com,4999,USD-assumed,Listed,buy_now
smebusinessinsurance.uk,10000,USD-assumed,Listed,min_offer
smehealthinsurance.uk,50000,USD-assumed,Listed,min_offer
snorkellingmasks.com,10000,USD-assumed,Listed,min_offer
socialinfluenceragency.co.uk,10000,USD-assumed,Listed,min_offer
socialinfluenceragency.uk,10000,USD-assumed,Listed,min_offer
socialmarketingagency.uk,10000,USD-assumed,Listed,min_offer
socialmedialinkbuild.uk,10000,USD-assumed,Listed,min_offer
softwaredeveloper.uk,10000,USD-assumed,Listed,min_offer
sognovacanza.com,4999,USD-assumed,Listed,buy_now
soilexcavation.com,4999,USD-assumed,Listed,buy_now
solar-chargers.com,10000,USD-assumed,Listed,min_offer
solar-maintenance.com,25000,USD-assumed,Listed,buy_now
solar-outdoor-lights.com,10000,USD-assumed,Listed,min_offer
solarbins.com,12000,USD-assumed,Listed,min_offer
solderen.com,30000,USD-assumed,Listed,buy_now
solidwallinsulation.com,4999,USD-assumed,Listed,buy_now
solorpanels.com,10000,USD-assumed,Listed,min_offer
sonicbranding.uk,10000,USD-assumed,Listed,min_offer
sophiasbox.com,10000,USD-assumed,Listed,min_offer
soundcamera.co.uk,50000,USD-assumed,Listed,min_offer
soundcamera.uk,10000,USD-assumed,Listed,min_offer
soundcameras.co.uk,10000,USD-assumed,Listed,min_offer
soundcameras.uk,50000,USD-assumed,Listed,min_offer
southernprints.co.uk,10000,USD-assumed,Listed,min_offer
spectacular.uk,10000,USD-assumed,Listed,min_offer
speelhuisjes.com,12000,USD-assumed,Listed,min_offer
spermatozoa.com,12000,USD-assumed,Listed,min_offer
splendent.co.uk,50000,USD-assumed,Listed,min_offer
sportsreviewinsurance.co.uk,50000,USD-assumed,Listed,min_offer
sportsreviewinsurance.uk,50000,USD-assumed,Listed,min_offer
sportsreviewsinsurance.co.uk,50000,USD-assumed,Listed,min_offer
sportsreviewsinsurance.uk,50000,USD-assumed,Listed,min_offer
sportswearinc.com,22000,USD-assumed,Listed,buy_now
spotprices.co.uk,10000,USD-assumed,Listed,min_offer
srcs.co.uk,50000,USD-assumed,Listed,min_offer
stable-doors.com,25000,USD-assumed,Listed,buy_now
stablecoin.biz,4999,USD-assumed,Listed,buy_now
staff-audit.com,10000,USD-assumed,Listed,min_offer
staff-audits.com,10000,USD-assumed,Listed,min_offer
staffauditing.com,4999,USD-assumed,Listed,buy_now
staffhealthinsurance.co.uk,50000,USD-assumed,Listed,min_offer
standing-desks.com,10000,USD-assumed,Listed,min_offer
starterbattery.com,25000,USD-assumed,Listed,buy_now
staycationretreats.com,4999,USD-assumed,Listed,buy_now
stekkerblok.com,4999,USD-assumed,Listed,buy_now
stocks-analyst.com,4999,USD-assumed,Listed,buy_now
strategiccommunications.uk,50000,USD-assumed,Listed,min_offer
strukturiert.com,12000,USD-assumed,Listed,min_offer
studentloanadviser.com,25000,USD-assumed,Listed,buy_now
studentloandebtsettlement.com,25000,USD-assumed,Listed,buy_now
studentstravel.co.uk,10000,USD-assumed,Listed,min_offer
sultry.uk,10000,USD-assumed,Listed,min_offer
summarising.co.uk,50000,USD-assumed,Listed,min_offer
sunshine.org.uk,50000,USD-assumed,Listed,min_offer
supercarlease.com,25000,USD-assumed,Listed,buy_now
superyachtinteriordesign.com,10000,USD-assumed,Listed,min_offer
surgeryhealthcare.com,12000,USD-assumed,Listed,min_offer
surgerylight.com,25000,USD-assumed,Listed,buy_now
sustainableagriculture.uk,50000,USD-assumed,Listed,min_offer
suvinsurance.uk,50000,USD-assumed,Listed,min_offer
swisswealthm.com,4999,USD-assumed,Listed,buy_now
switchlenders.co.uk,10000,USD-assumed,Listed,min_offer
sydneyautorentals.com,4999,USD-assumed,Listed,buy_now
syndicatedloandirect.com,10000,USD-assumed,Listed,min_offer
syntheticfiberropes.com,4999,USD-assumed,Listed,buy_now
tabletcomputers.co.uk,10000,USD-assumed,Listed,min_offer
tail-lift.com,25000,USD-assumed,Listed,buy_now
taiwanmortgage.com,10000,USD-assumed,Listed,min_offer
tankerloading.com,4999,USD-assumed,Listed,buy_now
tanzaniasafari.uk,10000,USD-assumed,Listed,min_offer
task-audits.com,10000,USD-assumed,Listed,min_offer
taskaudits.com,4999,USD-assumed,Listed,buy_now
taxistuttgart.org,20000,USD-assumed,Listed,min_offer
teahampers.com,25000,USD-assumed,Listed,buy_now
teakdresser.com,10000,USD-assumed,Listed,min_offer
team-audits.com,10000,USD-assumed,Listed,min_offer
teamauditing.com,4999,USD-assumed,Listed,buy_now
teamaudits.com,4999,USD-assumed,Listed,buy_now
tech-jobs.co.uk,10000,USD-assumed,Listed,min_offer
techentrepreneur.uk,10000,USD-assumed,Listed,min_offer
tegelwerk.com,4999,USD-assumed,Listed,buy_now
teknolojisa.com,10000,USD-assumed,Listed,min_offer
teleprojector.com,10000,USD-assumed,Listed,min_offer
tempemployment.co.uk,10000,USD-assumed,Listed,min_offer
temporaryhelp.co.uk,10000,USD-assumed,Listed,min_offer
tenant-insurance.com,10000,USD-assumed,Listed,min_offer
tenantscontentsinsurance.uk,30000,USD-assumed,Listed,min_offer
tennisbetting.co.uk,50000,USD-assumed,Listed,min_offer
tennisequipment.co.uk,10000,USD-assumed,Listed,min_offer
tensile-testing.com,4999,USD-assumed,Listed,buy_now
terj.com,50000,USD-assumed,Listed,min_offer
terracepaint.com,25000,USD-assumed,Listed,buy_now
tethered.uk,10000,USD-assumed,Listed,min_offer
thailandstocks.com,4999,USD-assumed,Listed,buy_now
thankless.co.uk,50000,USD-assumed,Listed,min_offer
thecentralbanker.com,10000,USD-assumed,Listed,min_offer
thedales.uk,10000,USD-assumed,Listed,min_offer
thingsinsurance.com,4999,USD-assumed,Listed,buy_now
thoroughcleaners.com,12000,USD-assumed,Listed,min_offer
thrive-creative.com,10000,USD-assumed,Listed,min_offer
ticketsconcertssports.com,10000,USD-assumed,Listed,min_offer
tile-cutter.com,10000,USD-assumed,Listed,min_offer
tile-cutters.com,10000,USD-assumed,Listed,min_offer
tile-trims.com,10000,USD-assumed,Listed,min_offer
tiletrimmer.com,10000,USD-assumed,Listed,min_offer
tiletrimmers.com,10000,USD-assumed,Listed,min_offer
tiling-calculator.com,10000,USD-assumed,Listed,min_offer
tiling-calculators.com,10000,USD-assumed,Listed,min_offer
tilingcalculators.com,25000,USD-assumed,Listed,min_offer
tilingtrimmer.com,10000,USD-assumed,Listed,min_offer
tilingtrimmers.com,10000,USD-assumed,Listed,min_offer
timeinvested.com,4999,USD-assumed,Listed,buy_now
tischrechner.com,4999,USD-assumed,Listed,buy_now
todo-agent.com,4999,USD-assumed,Listed,buy_now
tolet.biz,30000,USD-assumed,Listed,min_offer
toletonline.com,12000,USD-assumed,Listed,min_offer
toolbelts.co.uk,28000,USD-assumed,Listed,buy_now
toprackets.com,12000,USD-assumed,Listed,min_offer
toptengadgets.co.uk,10000,USD-assumed,Listed,min_offer
tourercaravans.com,12000,USD-assumed,Listed,min_offer
traction-boards.com,4999,USD-assumed,Listed,buy_now
tradecalculators.com,25000,USD-assumed,Listed,buy_now
tradefuturesonline.com,25000,USD-assumed,Listed,buy_now
tradenonline.com,20000,USD-assumed,Listed,min_offer
traderboltai.com,7999,USD-assumed,Listed,buy_now
trainingvideo.uk,10000,USD-assumed,Listed,min_offer
travel-backpacks.com,10000,USD-assumed,Listed,min_offer
travel-packs.com,10000,USD-assumed,Listed,min_offer
treadmill-sale.com,10000,USD-assumed,Listed,min_offer
treadmill-sales.com,10000,USD-assumed,Listed,min_offer
trekkingsaddles.com,25000,USD-assumed,Listed,buy_now
turbine-maintenance.com,25000,USD-assumed,Listed,buy_now
turbinelease.com,25000,USD-assumed,Listed,buy_now
turf-mesh.com,4999,USD-assumed,Listed,buy_now
turrettrucks.com,4999,USD-assumed,Listed,buy_now
ugg2.com,30000,USD-assumed,Listed,min_offer
ujei.com,25000,USD-assumed,Listed,buy_now
ujoi.com,10000,USD-assumed,Listed,min_offer
ukairtaxis.com,4999,USD-assumed,Listed,buy_now
ukcommercialmortgage.com,25000,USD-assumed,Listed,buy_now
ukdigitalmarketingagency.com,10000,USD-assumed,Listed,min_offer
umeg.com,50000,USD-assumed,Listed,min_offer
umstrukturierung.com,12000,USD-assumed,Listed,min_offer
underfloorheatingkits.com,25000,USD-assumed,Listed,buy_now
underwaternavigation.com,17000,USD-assumed,Listed,buy_now
units.uk,50000,USD-assumed,Listed,min_offer
universityleeds.com,10000,USD-assumed,Listed,min_offer
unroasted-coffee-beans.com,4999,USD-assumed,Listed,buy_now
unroasted-coffee.com,4999,USD-assumed,Listed,buy_now
unsecuredlender.com,10000,USD-assumed,Listed,min_offer
uqia.com,10000,USD-assumed,Listed,min_offer
urgestalt.com,4999,USD-assumed,Listed,buy_now
urlaubhaus.com,4999,USD-assumed,Listed,buy_now
usb-microphones.com,4999,USD-assumed,Listed,buy_now
usedcommercialsforsale.com,4999,USD-assumed,Listed,buy_now
usedcommercialvehiclecentre.com,4999,USD-assumed,Listed,buy_now
usedrefrigeratedvans.com,25000,USD-assumed,Listed,buy_now
usedvanfinance.com,25000,USD-assumed,Listed,buy_now
userfeedback.uk,10000,USD-assumed,Listed,min_offer
userretention.uk,10000,USD-assumed,Listed,min_offer
uslongbond.com,10000,USD-assumed,Listed,min_offer
usyq.com,10000,USD-assumed,Listed,min_offer
utilitybag.co.uk,10000,USD-assumed,Listed,min_offer
uurtjes.com,4999,USD-assumed,Listed,buy_now
uwio.com,10000,USD-assumed,Listed,min_offer
