Domain,Buy Now Price,Floor Price,Min Offer,Lease to Own,Max Lease Period,Sale Lander,Show Buy Now Option,Show Lease to Own Option,Show Make Offer Option,Hidden,TLD,Date Added (UTC),Listing Status,Fast Transfer,Views,Leads,30-day Unique Searches,90-day Unique Searches,365-day Unique Searches,30-day Total Searches,90-day Total Searches,365-day Total Searches,GoDaddy NS
sportsreviewinsurance.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sportsreviewsinsurance.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sportsreviewsinsurance.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sportswearinc.com,22000,18500,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Opt-in Required,7,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
spotprices.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
srcs.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
stable-doors.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
stablecoin.biz,4999,4300,2500,N,-,Request Price,Y,Y,N,N,biz,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
staff-audit.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
staff-audits.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
staffauditing.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
staffhealthinsurance.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
standing-desks.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
starterbattery.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
staycationretreats.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
stekkerblok.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
stocks-analyst.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
strategiccommunications.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
strukturiert.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,1,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
studentloanadviser.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
studentloandebtsettlement.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
studentstravel.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sultry.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
summarising.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sunshine.org.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,org.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,14,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
supercarlease.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
superyachtinteriordesign.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Dec 10 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
surgeryhealthcare.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Pending Review,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
surgerylight.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sustainableagriculture.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
suvinsurance.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
swisswealthm.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,8,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
switchlenders.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
sydneyautorentals.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
syndicatedloandirect.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,12,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
syntheticfiberropes.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tabletcomputers.co.uk,0,0,10000,N,-,Request Price,Y,Y,N,N,co.uk,Fri Jul 10 2026,Listed,TLD Not Eligible,3,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tail-lift.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
taiwanmortgage.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tankerloading.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tanzaniasafari.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
task-audits.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
taskaudits.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
taxistuttgart.org,0,0,20000,N,-,Request Price,Y,Y,N,N,org,Tue Dec 09 2025,Listed,Pending Review,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
teahampers.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
teakdresser.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
team-audits.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Fri Dec 19 2025,Listed,Registrar Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
teamauditing.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
teamaudits.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tech-jobs.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
techentrepreneur.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tegelwerk.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
teknolojisa.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,33,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
teleprojector.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon Dec 29 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,N
tempemployment.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
temporaryhelp.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tenant-insurance.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Dec 10 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tenantscontentsinsurance.uk,0,0,30000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tennisbetting.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tennisequipment.co.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tensile-testing.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
terj.com,0,0,50000,N,-,Custom Lander,N,N,Y,N,com,Sat Oct 26 2024,Listed,Pending Review,4,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
terracepaint.com,25000,25000,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Opt-in Required,20,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
tethered.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
thailandstocks.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
thankless.co.uk,0,0,50000,N,-,Custom Lander,N,N,Y,N,co.uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
thecentralbanker.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,305,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
thedales.uk,0,0,10000,N,-,Custom Lander,N,N,Y,N,uk,Sat Oct 26 2024,Listed,TLD Not Eligible,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
thingsinsurance.com,4999,4300,2500,N,-,Request Price,Y,Y,N,N,com,Wed Feb 18 2026,Listed,Opt-in Required,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
thoroughcleaners.com,0,0,12000,N,-,Request Price,Y,Y,N,N,com,Tue Dec 09 2025,Listed,Pending Review,2,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
thrive-creative.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Wed Dec 10 2025,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
ticketsconcertssports.com,0,0,10000,N,-,Request Price,Y,Y,N,N,com,Mon May 04 2026,Listed,Pending Review,-,-,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Members-only feature,Y
